user_location,user_created,date,text,flag
"Campbell, CA",2006-11-20 23:43:44,2020-12-11 05:09:49,"@ChuckSciTech Yup and for the next two years I was the top user. But yeah wasn’t first for that. Was 78th on Instagram. First for Siri and Tesla, though",positive
"San Francisco, CA",2017-11-29 18:47:40,2020-12-12 15:30:06,"Why should this matter to us? The move to Texas by Oracle, HPE, Tesla- likely is because these Republican billionaires pay even less taxes in Texas. Last year was McKesson. It’s top  1% greed and it must be stopped. Hope this helps turn Texas blue  https://t.co/pFSVGMdJHg https://t.co/1eh9GCdnQV",positive
Silicon Valley,2008-11-25 17:29:56,2020-12-12 12:30:15,".@Tesla CEO @ElonMusk's move to Texas highlights what's gone wrong in California, spurring business leaders into action.​ https://t.co/xr4RbuhDx3",negative
"San Francisco, CA",2009-03-27 17:05:30,2020-12-11 16:35:43,"@GregWildSmith they then said i blocked them after they “corrected” me. nope. i checked tesla’s filings, sent their feedback to my editor in case they thought we needed a correction. i blocked them for trying to whip up harassment of reporters they don’t like (which they are doing again today)",negative
Silicon Valley,2020-10-06 02:30:34,2020-12-11 00:16:02,"That was quick!
https://t.co/3fZwzKIQDK",positive
"San Francisco, CA",2020-08-31 14:37:04,2020-12-12 07:17:30,@netfire4 @MattHaneySF @HillaryRonen @DeanPreston @Oracle @McKesson @CharlesSchwab @HPE @PalantirTech Forgot to mention @Tesla and @SpaceX.  I’d also like to congratulate @GavinNewsom and @LondonBreed on these crowning achievements.  👏🏾,positive
"Oakland, CA",2009-04-26 23:52:58,2020-12-12 07:06:46,I got drive by myself like a Tesla !!!,positive
"Monterey, CA",2012-10-02 01:01:20,2020-12-12 07:38:37,"@FrankPeelen My point is Tesla is less interested now in dominating the more premium market that Apple or Lucid might try to enter.  Lucid demonstrated there is ""more premium"".  Apple or Lucid would have no consequence on Tesla's market share other than bring even stronger validation to EVs.",positive
"Oakland, CA",2017-06-11 16:47:59,2020-12-12 00:39:29,@TrevorMilton13 @CapitalistTalk @OstholtRalf @ajtourville @portlander33 @jaredthetrader @TilmanWinkler @EVFollower1 @meckimac @LizMilton11 @Tesla @Nikolamotors @Hindenburg @iamtomnash @InsiderNikola @nikolamotor wisdom of the crowd.,positive
"Sacramento, CA",2019-10-06 03:37:22,2020-12-11 02:31:34,@CodingMark @Tesla I’ll have to try without HyperSmooth enabled. That could be part of my overheat issues as well,positive
"San Jose, CA",2008-05-09 15:33:03,2020-12-12 00:40:13,@layereddelay @HPE @Tesla @Oracle Not much.  If Facebook and Google moved then it might normalize prices in Palo Alto.,positive
"Monterey, CA",2012-10-02 01:01:20,2020-12-12 06:49:17,"@FrankPeelen Elon's goal is for Tesla to make less expensive cars and reach a wider market. In the last conference call, he griped their EVs are still too expensive.  Hence, the push towards reducing manufacturing costs ( batteries, etc).
Notice, I didn't say ""cheap"" cars.",positive
"San Francisco, CA",2009-03-27 17:05:30,2020-12-11 16:31:15,@GregWildSmith the person bitching &amp; moaning about me this morning said i lied in a story by saying tesla’s 5 consecutive profitable quarters were made possible by regulatory credits. (they don’t acknowledge credits not only contribute to margins but also impact sales &amp; pricing.),positive
San Francisco,2007-03-19 05:38:35,2020-12-12 00:09:46,WOW! @Tesla was not a surprise but seeing @HPE  @Oracle and @CharlesSchwab depart CA is really disappointing.  @GavinNewsom CA is simply not competitive with TX and FL and this trend is only headed the wrong way.,negative
San Francisco CA USA,2020-10-20 15:48:59,2020-12-11 01:17:07,"Still loling @ tesla spaceship crashed explosively &amp; all the elon ball handling stans were like ""No they meant to do that, its fine",positive
SF Greater Bay Area,2009-07-11 01:42:01,2020-12-12 08:09:38,I lost count how many installs I've done on tesla model 3's. https://t.co/r25U6vFREH,negative
"San Jose, CA",2016-04-15 17:19:25,2020-12-12 00:44:09,@klwtts @FordMustang @Ford @MustangMachE @ford_machE @Teslarati @cleantechnica @InsideEVs @Tesla @jimfarley98 @elonmusk More like ugly step brother.,negative
"San Jose, CA",2010-05-16 01:00:41,2020-12-12 08:23:15,California got greedy. Governor Newson loaned a bunch of money to his privately owned businesses and Tesla and Oracle are moving to Texas 😬,negative
"Sacramento, CA",2020-04-03 00:33:30,2020-12-11 23:53:12,nothing more bay area than a riced tesla,positive
"Hayward, CA",2019-05-14 05:38:55,2020-12-12 13:47:05,@DirtyTesla @Tesla Can't plz or persuade everyone..life,negative
City Of Angels,2013-10-10 22:34:20,2020-12-11 16:08:45,"@BMACRESISTOR @Morethanmello @queerguayabin trust come back to this a few years later, and see how much he'll do for your economy. space X and tesla is thriving and giving a lot of peoples jobs that ARE STILL OPEN in cali",positive
"San Francisco, CA",2009-01-22 06:47:32,2020-12-11 08:26:14,"Excited to share that I've decided to go with @Enphase Encharge over Tesla Powerwall. Was not at all an easy decision, but can't wait to say bye to PGE power shutoffs. https://t.co/uHSDCyWexf",positive
"Oakland, CA",2009-01-12 03:10:00,2020-12-11 23:40:04,"Ideally located 3 bed 1 bath Temescal craftsman bungalow preserves warmth &amp; charm of original features &amp; delivers upgrades with bonus spaces, a fairytale backyard, Tesla charger, parking &amp; storage. https://t.co/wSlCTz4iOj 4153 Emerald Street, Oakland #newlisting #realestate https://t.co/9Zxy2lOGJb",positive
"Walnut Creek, CA",2012-08-15 04:13:55,2020-12-11 22:11:48,"@GavinNewsom so many W2 Jobs available in CA now, right? Palantir, HP, Tesla,  and now Oracle is also moving its headquarters out of California. Let us work #repealab5 #ab5 https://t.co/DOgdgRekL4",positive
San Jose,2012-10-15 05:13:37,2020-12-11 16:02:49,"there is clear vested interest  in both from analysts  $TSLA $GE
https://t.co/xP7m4blx4E",positive
Silicon Valley,2013-04-15 17:50:00,2020-12-11 23:30:24,@seanmmitchell Giving everyone you help buy a house your Tesla referral code to buy solar roofs then?? Seems like an obvious synergy to me.,positive
"San Francisco, CA",2009-07-22 04:32:09,2020-12-11 06:24:20,The Rollerblades to Tesla Model Y to hopping into The X-Wing is pretty much every 80s baby dream come true @Tesla @starwars https://t.co/q8e8kY2fLy,positive
"San Anselmo, Ca",2009-12-01 04:00:58,2020-12-11 04:38:30,"Stimulus NOW or GEN STRIKE IN 7 DAYS
would work if MILLIONS united
zero production, zero purchases, zero amazon purchases, Bezos/Tesla/would freak",negative
"Oakland, CA",2017-01-23 14:52:24,2020-12-12 00:58:15,@K00l_Gladiator @Durham1995 @nickpotatoes79 @ericsslater @adamkelsey @TexasGOP Also Tesla hasn't left to Texas. Elon Musk moved to Texas and is opening a new plant. There are no plans to shut down operations here. But Texas can have Elon. He's an asshole.,negative
"Stanford, CA",2018-04-06 21:06:35,2020-12-10 23:00:54,"Nikola Tesla was an inventor, electrical engineer, mechanical engineer, and futurist best known for his contributions to the design of the modern alternating current electricity supply system. https://t.co/Q150UtwrNk",positive
"Sacramento, CA",2009-08-04 18:31:55,2020-12-11 20:40:39,@MilMileBattery @Tesla @elonmusk How do you figure? They’re selling all the cars they can make.,positive
"San Francisco, CA",2009-07-02 00:14:55,2020-12-12 02:27:20,"Hey, you know that form you have for people who buy a home with Tesla Solar to update the info? It’d be great if anyone at Tesla actually followed up when someone submits that. Submitted twice since 11/24 and crickets. (Stated time is about 3 days).",positive
"Bay Area, California",2018-07-28 00:27:39,2020-12-12 02:45:21,I am super disappointed to find out that a lot of my Midwestern relatives believe that the election was stolen from Trump.  They all need a leg up and somehow thought that he would be the one to help them. They all believe in conspiracy theories as well. 🙄,negative
"San Francisco, CA",2018-06-27 04:25:27,2020-12-12 15:39:03,"""Our AOV is about $5,000 — I joke that the only DTC company that's more expensive than us is Tesla."" -@jiakeliu, CEO at @LiveOuter

Find out how the outdoor furniture brand is winning this winter. Full interview hitting inboxes tomorrow. 

https://t.co/B9XoA0BtnJ",positive
Tristan da Cunha,2009-02-25 02:31:42,2020-12-12 02:55:23,@passthebeano All the little Tesla elves are going to be making toys over Christmas for Papa.,positive
"San Anselmo, Ca",2009-12-01 04:00:58,2020-12-11 07:29:48,"@mplspat yes but no one wants to risk even more lives of innocent people by striking nurses
if every tesla employee, etc and no one purchased from amazon, and yes, essential workers...we just need the masses to unite..we're 99%..we just need to grind to a standstill to make point we CAN",positive
"Sacramento, CA",2018-03-20 01:47:27,2020-12-11 04:06:24,@bollingermotors @khloekardashian Y’all talking to Tesla to join the supercharging network?,positive
Silicon Valley,2018-07-08 20:42:31,2020-12-11 21:36:09,@VinceDuhhPrince @KlenderJoey Bummer. In March that’s what everyone told me. Instead I put a ton into tesla and I’ve done very well from those funds.,negative
"San Francisco, CA",2008-12-05 01:10:33,2020-12-12 15:29:59,"Gruesome Newsom continues to kill California- Oracle moving from California to Texas, joins Tesla, Hewlett Packard  | Fox Business https://t.co/2sNFM36NUD",negative
"San Francisco, CA",2007-10-15 21:14:52,2020-12-10 22:14:53,"@2spacemilk reno nevada, home of the tesla gigafactory",positive
"San Francisco, CA",2020-08-18 22:55:50,2020-12-11 17:32:11,@vincent13031925 yo should i sell tesla,positive
"Oakland, CA",2017-08-09 05:01:56,2020-12-11 18:43:40,@Gremlins2Movie But ur stealing money from the company ......how will they afford Tesla’s,negative
,2020-03-22 17:41:27,2020-12-12 03:57:57,@GavinNewsom Great job Gavin we now have oracle leaving for Texas you lost Tesla and HP as well.                keep running California into the ground all the big boys are leaving -it so difficult to run a business in california soon we will be know as the homeless state,positive
"San Francisco, CA",2006-11-23 00:00:19,2020-12-11 04:10:01,@haley Oh fun. I have the Tesla 3 which is fun to drive but I'm experiencing a lot more mild harassment/vandalism and road rage. Something still electric but not heavily associated with assholes sounds very nice.,negative
San Francisco,2007-11-28 20:02:49,2020-12-11 18:50:20,LG is taking on Tesla's Powerwall whole-home batteries https://t.co/TPrfcZpAdQ,positive
Bay Area,2013-08-26 15:18:49,2020-12-12 04:09:23,"Hey @elonmusk , why can’t @tesla give a clear delivery date on my Model 3 order? Ordered 10/15 and the delivery window changed 2 times. Today, back to 4-9 weeks. WTF, seriously! #teslafail",negative
"Bay Area, CA",2008-11-19 20:20:41,2020-12-11 18:54:18,"@Hein_The_Slayer @3D_cristina I'm a big Tesla fan and investor, that doesn't mean mistakes aren't made even by Elon himself. Self reflection is good for the soul.",positive
"Sacramento, CA",2015-03-30 18:23:23,2020-12-11 21:10:50,@sacramentotesla @DriveTeslaca @Tesla @elonmusk i find this annoying. i can’t turn ‘‘em on without the climate.,negative
"Berkeley, CA",2009-12-11 00:04:47,2020-12-11 17:19:27,"@DaveDologite @guy_public @ZeframM so wait - if other carmakers start making a ton of EVs, that means Tesla goes bankrupt ... right?",negative
"Discovery Bay, CA",2017-10-10 03:14:31,2020-12-12 05:09:52,"Tesla, HP, and now Oracle. All headed your way @aihtalian",positive
"San Francisco, CA",2009-04-15 01:58:25,2020-12-11 20:58:09,"@mattsoldo @andreamatranga Like, eventually the EU is going to want a charging jack and if Tesla is coy, it won't be theirs, and there will be reach problems. I suppose insomuch as they don't mind being compatible but like offering a ""premium"" experience near home base they could live with that.",positive
oakland,2009-02-25 23:41:16,2020-12-11 04:21:50,@merci yeah it was pretty important to me to not get a tesla lol,positive
"Ben Lomond, CA",2010-01-20 20:14:41,2020-12-11 04:22:10,"“If the design is taking too long, the design is wrong” @elonmusk $tesla @spaceX https://t.co/AoUFGVPmho",positive
san francisco,2008-07-24 03:44:09,2020-12-12 01:06:12,"@tjchambersLA @Tesla @Oracle that number is actually outdated, I think it wound up being 126",positive
san jose ca,2020-10-23 20:02:36,2020-12-11 19:20:17,@ClixHimself he acc bought a tesla?,positive
"Stockton, California",2012-03-27 15:06:39,2020-12-12 14:46:20,@smerconish @elonmusk @Tesla @StrategicVisn @CNN @cnni Not sure how Texans will embrace a vehicle that doesn’t guzzle “Texas Tea.”,positive
"Hayward, CA",2009-06-02 05:07:21,2020-12-12 05:30:28,Doing 0-60 pulls in a Tesla 🤢.,positive
"San Anselmo, Ca",2009-12-01 04:00:58,2020-12-11 04:29:56,"@Globetrotter2Go can you imagine just one day of zero purchases on amazon, zero tesla production, zero tyson foods production...
they'd lose million",negative
"Oakland, CA",2012-03-24 01:03:40,2020-12-12 09:53:24,"@Robin7850 @thehill Living in NorCal, we just lost Tesla and Oracle plus a number of other billion $$$ businesses we work with. All headed to Red States. Newsom says he doesn’t care. Don’t get arrogant",negative
San Jose,2012-10-15 05:13:37,2020-12-11 16:47:07,"$TSLA
 Tesla Is Going Into Whole Another Level https://t.co/J9wfv0w2z3",positive
"Berkeley, CA",2010-01-17 06:47:22,2020-12-11 05:57:27,second big boy purchase 🥺 tesla gang gangggggggg,positive
San Jose,2012-10-15 05:13:37,2020-12-11 15:59:58,"$TSLA #china will make it a trillion $ company 
https://t.co/KSBM85D06S",positive
"San Francisco, CA",2007-06-17 21:35:51,2020-12-11 22:52:14,"@letkma @joshu I had to get my Tesla’s front windshield replaced and the car’s systems would only accept the OEM glass because of some camera calibration thing. 

So it was crazy $$$ because there’s no competition for glass.",negative
"Sacramento, CA",2018-03-20 01:47:27,2020-12-11 05:05:10,@TeslaChillMode @JosephVVallace @CodingMark @TacosandTeslas @TeslaForThe_Win @UNPLGD3 @matmansd @JasonDe22001914 @jd_average @CharlesScott78 @nickwhoward @ChrisLiMRX3 @HelperTesla @aaronbrighton @MFrunker @jchybow @_bennettm_ @akidesir @BenClewett1 @CanadianMartia1 @elonmusk @flyerandyp @gatica1813 @IheartTesla @Inelonwetrust @JohnEG78 @Kristennetten @lourencovc @NOAHWEBB @omniblast @phibetakitten @rachelsrowell @SeasonedTech @tartinedeouf @Tesla @TeslaGong @teslainvernon @teslaownerssv @teslaquadcities @trevlan006 @wadeanderson @WR4NYGov @XarXarBinx Please no photos of @jeremyjudkins in there,positive
Silicon Valley,2007-03-18 15:35:01,2020-12-11 23:10:31,"@koberg True. @Tesla @SpaceX very concerning, although locating manufacturing in California is a hard case to make right now...",positive
"Sacramento, CA",2019-07-16 03:14:30,2020-12-11 02:19:50,@MilMileBattery @Tesla @elonmusk Good job! And congrats! Ur gonna have a lot of fun driving the tesla fun machine! 😊,positive
"Sacramento, CA",2018-03-20 01:47:27,2020-12-11 22:20:00,"@CodingMark @DriveTeslaca @TeslaOwnersMX @Tesla @elonmusk Yet mine can, huh https://t.co/fBvE9lLJxh",positive
San Jose,2012-10-15 05:13:37,2020-12-11 15:58:10,added some $NIO in #IRA small position https://t.co/xWGWcFGn1C,positive
Nor Cal,2013-10-13 06:19:51,2020-12-11 15:58:43,@marc_benton @teslaownerssv @elonmusk Right? And from what I’ve seen in photos and movies it would take several lifetimes to really see it all. I’ll just stay on earth and drive Tesla’s til I die and I’m good thanks.,positive
"San Francisco, CA",2018-11-26 20:53:51,2020-12-10 23:36:52,"Last but not least, our 'Green' #HotPick in #SanJose comes with a solar power system (including @Tesla Powerwall) and is located just a couple minutes away from several #EV charging stations. It has a great 82 bike score and a respectable 67 walk score...
https://t.co/0VPbm3t13J",positive
"San Francisco, CA",2008-02-28 20:01:13,2020-12-11 22:54:24,"[2 days ago]
""Tesla, you must stop clearing your land!""
- #Germany
[Thursday morning]
""Tesla, you're okay to clear your own land."" 
- #AlsoGermany
[Thursday afternoon]
""Tesla, you must stop clearing!"" 
- #GermanyAgain

#NothingToDoWithLizards

https://t.co/5tWSqJHMae",positive
